"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-17","4.03",,"0.00",,,"60","74","49","  270","  280","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-18","4.03",,"0.00",,,"59","68","52","  270",,"12.1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-19","2.68",,"0.00",,,"58","66","50","  260","  280","12.1","14.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-20","3.36",,"0.00",,,"56","59","53","  260",,"13.0",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-21","4.70",,"0.00",,,"58","63","55","  270",,"13.0",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-22","4.47",,"0.00",,,"59","73","48","  260","  180","12.1","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-23","5.14",,"0.00",,,"62","72","51","  270","  260","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-24","3.13",,"0.00",,,"61","76","48","  250","  170","13.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-25","2.46",,"0.00",,,"65","80","48","  220","  210","14.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-26","5.82",,"0.13",,,"67","76","55","  160","  150","21.0","25.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-27","4.92",,"0.00",,,"60","69","54","  270","  270","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-28","4.25",,"0.00",,,"61","72","56","  270","  270","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-29","3.80",,"0.00",,,"65","73","59","  270","  350","10.1","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-30","3.58",,"0.04",,,"64","68","58","  250","  300","13.0","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-01-31","4.92",,"0.00",,,"60","66","55","  270",,"14.1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-01","3.80",,"0.00",,,"59","70","50","  280","  290","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-02","4.92",,"0.00",,,"60","68","50","  270","  270","13.0","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-03","4.47",,"0.00",,,"58","62","53","  270","  270","13.0","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-04","5.37",,"0.00",,,"58","62","54","  280","  290","12.1","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-05","5.82",,"0.00",,,"57","72","49","  260","  270","17.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-06","6.49",,"0.00",,,"58","65","53","  270","  280","13.0","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-07","4.25",,"0.00",,,"58","64","51","  290","  270","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-08","7.61",,"0.00",,,"63","71","59","  260","  260","17.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-09","7.61",,"0.00",,,"61","67","56","  280","  270","21.0","25.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-10","4.92",,"0.00",,,"60","72","51","  270","  280","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-11","3.80",,"0.00",,,"66","83","55","  260","  300","12.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-12","4.70",,"0.00",,,"71","84","57","  300","  300","15.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-13","5.37",,"0.00",,,"69","84","56","  270","  290","15.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-14","5.14",,"0.00",,,"68","82","58","  270","  280","17.0","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-15","5.82",,"0.00",,,"63","74","53","  270","  250","14.1","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-16","5.82",,"0.00",,,"59","63","54","  270","  270","13.0","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-17","6.26",,"0.00",,,"60","65","58","  270","  290","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-18","6.71",,"0.00",,,"60","67","56","  260","  250","15.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-19","6.04",,"0.00",,,"60","65","57","  260","  240","13.0","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-20","4.92",,"0.00",,,"60","65","57","  260","  250","14.1","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-21","6.26",,"0.00",,,"60","65","58","  240","  230","16.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-22","6.26",,"0.27",,,"59","62","53","  270","  240","17.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-23","6.93",,"0.00",,,"55","62","48","  270","  270","21.0","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-24","9.17",,"0.00",,,"57","72","45","  270","  280","23.0","28.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-25","6.04",,"0.00",,,"58","69","48","  270","  270","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-26","4.03",,"0.00",,,"57","64","50","  260","  240","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-27","10.07",,"0.00",,,"58","64","52","  260","  260","23.0","29.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-02-28","11.41",,"0.00",,,"58","61","53","  270","  260","25.1","29.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-01","6.71",,"0.25",,,"56","63","50","  300","  150","16.1","28.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-02","5.37",,"0.17",,,"54","60","47","  120","  120","14.1","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-03","8.50",,"0.07",,,"54","63","47","  260","  280","21.0","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-04","6.49",,"0.00",,,"57","68","47","  270","  280","14.1","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-05","6.04",,"0.00",,,"60","73","49","  270","  280","16.1","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-06","3.36",,"0.00",,,"63","79","50","  250","  240","14.1","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-07","5.59",,"0.00",,,"68","83","51","  230","  240","17.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-08","6.49",,"0.00",,,"63","71","51","  240","  230","18.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-09","5.82",,"0.00",,,"59","64","53","  260","  250","14.1","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-10","5.82",,"0.00",,,"60","68","55","  260","  290","16.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-11","4.25",,"0.00",,,"62","71","58","  270","  290","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-12","3.80",,"0.00",,,"67","81","54","  250","  250","14.1","15.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-13","4.92",,"0.00",,,"74","85","60","  240","  230","16.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-14","6.71",,"0.00",,,"74","90","64","  260","  260","14.1","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-15","5.82",,"0.00",,,"75","88","66","  280","  280","17.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-16","5.14",,"0.00",,,"74","87","63","  260","  260","15.0","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-17","6.71",,"0.00",,,"67","78","60","  270","  270","15.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-18","6.71",,"0.00",,,"65","72","60","  150","  160","14.1","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-19","6.93",,"0.00",,,"63","68","59","  250","  250","17.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-20","7.16",,"0.00",,,"63","70","57","  260","  260","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-21","6.71",,"0.00",,,"63","68","60","  270","  250","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-22","9.17",,"0.00",,,"61","66","58","  270","  280","21.0","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-23","9.40",,"0.00",,,"61","68","55","  250","  260","19.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-24","7.38",,"0.00",,,"62","71","54","  330","  360","21.9","29.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-25","7.16",,"0.00",,,"66","76","57","  270","  270","19.9","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-26","6.71",,"0.00",,,"69","85","58","  270","  270","16.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-27","5.82",,"0.00",,,"69","83","60","  260","  210","16.1","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-28","6.04",,"0.00",,,"64","71","57","  260","  270","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-29","6.26",,"0.00",,,"61","68","56","  270","  280","13.0","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-30","6.49",,"0.00",,,"61","67","56","  270","  250","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-03-31","4.70",,"0.00",,,"59","66","55","  260","  270","16.1","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-01","8.28",,"0.00",,,"61","68","55","  270","  280","21.0","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-02","7.16",,"0.00",,,"61","70","53","  250","  260","18.1","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-03","7.38",,"0.00",,,"65","83","55","  280","  280","19.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-04","6.71",,"0.00",,,"69","78","58","  270","  270","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-05","11.41",,"0.00",,,"62","68","54","  270","  260","25.9","31.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-06","9.62",,"0.00",,,"58","63","54","  250","  230","17.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-07","8.05",,"0.10",,,"57","65","50","  230","  230","21.0","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-08","10.96",,"0.00",,,"57","65","48","  260","  260","25.9","31.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-09","6.26",,"0.00",,,"60","69","52","  270","  240","18.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-10","7.83",,"0.00",,,"59","65","51","  270","  250","17.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-11","6.49",,"0.00",,,"59","68","53","  270","  270","17.0","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-12","7.38",,"0.00",,,"61","70","54","  260","  250","15.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-13","6.93",,"0.00",,,"62","66","57","  250","  270","17.0","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-14","8.28",,"0.00",,,"60","66","56","  270","  260","23.0","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-15","7.61",,"0.00",,,"64","75","56","  260","  260","21.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-16","7.61",,"0.00",,,"65","77","56","  270","  240","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-17","9.84",,"0.00",,,"66","74","56","  250","  240","25.9","33.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-18","7.38",,"0.00",,,"64","72","55","  260","  260","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-19","8.05",,"0.00",,,"60","65","56","  260","  270","19.9","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-20","7.16",,"0.00",,,"59","64","56","  260","  250","18.1","25.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-21","7.61",,"0.00",,,"60","65","57","  270","  300","16.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-22","7.16",,"0.00",,,"60","65","54","  260","  260","16.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-23","9.17",,"0.00",,,"60","66","56","  250","  260","19.9","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-24","6.71",,"0.00",,,"59","64","57","  260","  280","14.1","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-25","12.08",,"0.01",,,"59","63","56","  270","  270","31.1","35.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-26","10.07",,"0.00",,,"60","70","51","  270","  270","23.9","29.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-27","8.28",,"0.00",,,"64","76","55","  260","  280","19.9","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-28","7.38",,"0.00",,,"68","80","56","  260","  260","18.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-29","7.38",,"0.00",,,"66","76","59","  260","  260","17.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-04-30","7.61",,"0.00",,,"66","73","59","  270","  270","16.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-01","8.95",,"0.00",,,"61","72","55","  260","  260","19.9","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-02","8.28",,"0.00",,,"62","68","57","  250","  220","21.9","25.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-03","11.18",,"0.00",,,"61","67","56","  270","  260","23.9","25.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-04","10.07",,"0.00",,,"59","64","56","  270","  250","19.9","25.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-05","6.71",,"0.00",,,"59","65","57","  260","  260","15.0","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-06","8.72",,"0.00",,,"60","64","56","  270","  260","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-07","10.51",,"0.11",,,"59","63","54","  290","  250","19.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-08","8.05",,"0.10",,,"56","62","49","  340","  330","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-09","7.16",,"0.00",,,"59","64","55","  260","  280","17.0","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-10","6.49",,"0.00",,,"60","66","54","  260","  280","17.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-11","8.28",,"0.00",,,"62","67","57","  260","  260","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-12","7.83",,"0.00",,,"62","70","57","  260","  120","16.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-13","9.40",,"0.00",,,"61","67","55","  270","  280","19.9","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-14","6.93",,"0.19",,,"59","64","54","  240","  270","17.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-15","10.29",,"0.03",,,"57","64","54","  260","  270","25.1","32.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-16","6.04",,"0.00",,,"60","67","52","  250","  280","16.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-17","7.61",,"0.00",,,"62","68","57","  260","  240","17.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-18","9.17",,"0.00",,,"61","66","58","  260","  260","21.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-19","8.05",,"0.00",,,"61","66","54","  270","  260","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-20","8.05",,"0.00",,,"61","68","57","  270","  270","17.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-21","10.07",,"0.00",,,"61","67","57","  260","  250","25.1","30.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-22","12.53",,"0.00",,,"60","65","57","  270","  240","18.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-23","8.72",,"0.00",,,"61","66","57","  270","  280","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-24","8.28",,"0.00",,,"61","66","58","  260","  250","16.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-25","6.49",,"0.00",,,"61","66","57","  270","  230","14.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-26","8.05",,"0.00",,,"61","66","58","  260","  260","17.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-27","8.05",,"0.00",,,"60","67","58","  270","  250","18.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-28","7.38",,"0.00",,,"61","67","57","  260","  250","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-29","6.93",,"0.00",,,"62","69","56","  270","  280","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-30","6.71",,"0.00",,,"60","66","56","  250","  280","15.0","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-05-31","7.61",,"0.00",,,"60","66","56","  270","  270","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-01","8.28",,"0.00",,,"61","67","57","  270","  260","17.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-02","7.16",,"0.00",,,"63","69","59","  260","  260","16.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-03","8.72",,"0.00",,,"63","69","59","  270","  270","21.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-04","7.61",,"0.00",,,"62","66","59","  270","  270","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-05","8.50",,"0.00",,,"63","68","59","  260","  260","19.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-06","10.29",,"0.00",,,"62","68","59","  270","  270","19.9","25.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-07","8.50",,"0.00",,,"62","68","59","  250","  250","18.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-08","8.05",,"0.00",,,"63","69","59","  270","  270","17.0","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-09","8.95",,"0.01",,,"66","81","60","  270","  290","21.0","28.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-10","8.50",,"0.00",,,"69","70","60","  270","  150","15.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-11","6.26",,"0.00",,,"63","70","60","  270","  260","16.1","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-12","6.26",,"0.00",,,"63","69","61","  270","  280","14.1","17.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-13","6.71",,"0.00",,,"64","68","62","  270","  270","14.1","16.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-14","7.16",,"0.00",,,"65","72","61","  250","  250","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-15","6.49",,"0.00",,,"64","69","61","  270","  260","16.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-16","6.71",,"0.00",,,"64","69","61","  270","  230","13.0","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-17","7.16",,"0.00",,,"64","70","61","  260","  270","15.0","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-18","7.61",,"0.00",,,"64","69","61","  260","  260","16.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-19","6.71",,"0.00",,,"63","71","59","  270","  280","15.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-20","6.71",,"0.00",,,"68","77","61","  250","  260","14.1","18.1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-21","6.71",,"0.00",,,"68","73","63","  250","  260","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-22","7.38",,"0.00",,,"68","74","63","  270","  270","15.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-23","6.93",,"0.00",,,"69","76","64","  260","  260","15.0","19.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-24","7.61",,"0.00",,,"68","76","63","  250","  320","17.0","28.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-25","7.83",,"0.00",,,"67","72","61","  270","  250","15.0","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-26","9.40",,"0.00",,,"64","70","60","  260","  260","18.1","21.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-27","7.61",,"0.00",,,"65","69","62","  270","  270","21.0","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-28","8.28",,"0.00",,,"69","75","66","  270","  270","21.0","23.9"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-29","6.26",,"0.00",,,"71","78","67","  270","  250","16.1","21.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-06-30","7.83",,"0.00",,,"70","85","65","  270","  310","18.1","23.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2015-07-01","6.93",,"0.00",,,"71","76","66","  270","  280","15.0","19.9"
